Artista,Cancion,Album,Genero,Letra,letra_procesada
Luis Miguel,Si Nos Dejan,Luis Miguel: Grandes Éxitos,Pop Latino,"Si nos dejan
Nos vamos a querer toda la vida
Si nos dejan
Nos vamos a vivir a un mundo nuevo
Yo creo podemos ver
El nuevo amanecer
De un nuevo día
Yo pienso que tú y yo
Podemos ser felices todavía

Si nos dejan
Buscamos un rincón cerca del cielo
Si nos dejan
Haremos con las nubes terciopelo
Y ahi juntitos los dos
Cerquita de Dios
Será lo que soñamos
Si nos dejan
Te llevo de la mano corazón
Y ahi nos vamos

Si nos dejan
De todo lo demás los olvidamos
Si nos dejan",dejan vamos querer toda vida dejan vamos vivir mundo nuevo creo podemos ver nuevo amanecer nuevo día pienso podemos felices todavía dejan buscamos rincón cerca cielo dejan haremos nubes terciopelo ahi juntitos dos cerquita dios será soñamos dejan llevo mano corazón ahi vamos dejan demás olvidamos dejan
Luis Miguel,La Media Vuelta,Segundo Romance,Latin,"Te vas porque yo quiero que te vayas
A la hora que yo quiera te detengo
Yo sé que mi cariño te hace falta
Porque quieras o no
Yo soy tu dueño

Yo quiero que te vayas por el mundo
Y quiero que conozcas mucha gente
Yo quiero que te besen otros labios
Para que me compares
Hoy, como siempre

Si encuentras un amor que te comprenda
Y sientas que te quiere más que nadie
Entonces yo daré la media vuelta
Y me iré con el sol
Cuando muera la tarde

Entonces yo daré la media vuelta
Y me iré con el sol
Cuando muera la tarde

Yo quiero que te vayas por el mundo
Y quiero que conozcas mucha gente
Yo quiero que te besen otros labios
Para que me compares
Hoy, como siempre

Si encuentras un amor que te comprenda
Y sientas que te quiere más que nadie
Entonces yo daré la media vuelta
Y me iré con el sol
Cuando muera la tarde

Entonces yo daré la media vuelta
Y me iré con el sol
Cuando muera la tarde

Te vas porque yo quiero que te vayas",vas vayas hora quiera detengo cariño hace falta quieras soy dueño vayas mundo conozcas mucha gente besen otros labios compares hoy encuentras amor comprenda sientas quiere nadie daré media vuelta iré sol muera tarde daré media vuelta iré sol muera tarde vayas mundo conozcas mucha gente besen otros labios compares hoy encuentras amor comprenda sientas quiere nadie daré media vuelta iré sol muera tarde daré media vuelta iré sol muera tarde vas vayas
Luis Miguel,Hasta Que Me Olvides,Aries,Latin,"Hasta que me olvides, voy a intentarlo,
no habrá quien me seque tus labios
por dentro y por fuera,
no habra quien desnude mi nombre
una tarde cualquiera.
Hasta que me olvides tanto que
no exista mañana ni despues.
No... No...

Hasta que me olvides, voy a intentarlo,
no habra quien desnude mi boca
como tu sonrisa.
Y voy a rodar como lagrima
entre la llovizna.
Hasta que me olvides tanto que
no exista mañana ni despues.

Hasta que me olvides
voy a amarte tanto tanto
como fuego entre tus brazos
Hasta que me olvides
hasta que me olvides
y me rompa en mil pedazos
continuar mi gran teatro
hasta que me olvides
hasta que me olvides

Voy a bordar tus sueños
en la almohada
llenar poco a poco
el silencio con tu abecedario
Y cuando calle por dentro,
tenerte a mi lado.
Hasta que me olvides tanto que
no exista mañana ni después.

Hasta que me olvides
voy a amarte tanto tanto
como fuego entre tus brazos
Hasta que me olvides
hasta que me olvides
y me rompa en mil pedazos
continuar mi gran teatro
hasta que me olvides
hasta que me olvides",olvides voy intentarlo habrá quien seque labios dentro fuera habra quien desnude nombre tarde cualquiera olvides exista mañana despues olvides voy intentarlo habra quien desnude boca sonrisa voy rodar lagrima llovizna olvides exista mañana despues olvides voy amarte fuego brazos olvides olvides rompa mil pedazos continuar gran teatro olvides olvides voy bordar sueños almohada llenar silencio abecedario calle dentro tenerte lado olvides exista mañana olvides voy amarte fuego brazos olvides olvides rompa mil pedazos continuar gran teatro olvides olvides
Luis Miguel,Sabes una Cosa,México en la Piel (Edición Diamante),Pop Latino,"Sabes una cosa
Tengo algo de decirte
Y no se como empezar
A explicar lo que te quiero contar

Sabes una cosa
No encuentro las palabras
Ni versos, rima o prosa
Quiza con una rosa
Te lo pueda decir

Sabes una cosa
No se ni desde cuando
Llegaste de repente
Mi corazon se puso a cantar

Sabes una cosa
Te quiero nina hermosa
Y te entrego en esta rosa
La vida que me pueda quedar

Doy gracias al cielo
Por haberte conocido
Por haberte conocido
Doy gracias al cielo

Y le cuento a las estrellas
Lo bonito que senti
Lo bonito que senti
Cuando te conoci

Sabes, sabes una cosa
Que yo te quiero
Que sin ti me muero
Si estas lejos

Sabes una cosa
Tengo algo de decirte
Y no se como empezar
A explicar lo que te quiero contar

Sabes una cosa
Te quiero y te venero
Te adoro y te deseo
Carino ven y dejate amar

Doy gracias al cielo
Por haberte conocido
Por haberte conocido
Doy gracias al cielo

Y le cuento a las estrellas
Lo bonito que senti
Lo bonito que senti
Cuando te conoci

Sabes, sabes una cosa
Que yo te quiero
Que sin ti me muero
Si estas lejos

Sabes una cosa
Sabes una cosa",sabes cosa decirte empezar explicar contar sabes cosa encuentro palabras versos rima prosa quiza rosa pueda decir sabes cosa desde llegaste repente corazon puso cantar sabes cosa nina hermosa entrego rosa vida pueda quedar doy gracias cielo haberte conocido haberte conocido doy gracias cielo cuento estrellas bonito senti bonito senti conoci sabes sabes cosa muero estas lejos sabes cosa decirte empezar explicar contar sabes cosa venero adoro deseo carino ven dejate amar doy gracias cielo haberte conocido haberte conocido doy gracias cielo cuento estrellas bonito senti bonito senti conoci sabes sabes cosa muero estas lejos sabes cosa sabes cosa
Luis Miguel,Usted,Romance,Pop Latino,"Usted es la culpable
De todas mis angustias y todos mis quebrantos
Usted llenó mi vida
De dulces inquietudes y amargos desencantos

Su amor es como un grito
Que llevo aquí en mi alma y aquí en mi corazón
Y soy aunque no quiera,
Esclavo de sus ojos, juguete de su amor

No juegue con mis penas, ni con mis sentimientos
Que es lo único que tengo
Usted es mi esperanza, mi última esperanza
Comprenda de una vez

Usted me desespera,
Me mata, me enloquece
Y hasta la vida diera por vencer el miedo
De besarla a Usted",usted culpable angustias quebrantos usted llenó vida dulces inquietudes amargos desencantos amor grito llevo alma corazón soy quiera esclavo ojos juguete amor juegue penas sentimientos único usted esperanza última esperanza comprenda usted desespera mata enloquece vida diera vencer miedo besarla usted
Luis Miguel,La Bikina,Vivo,Latin,"Solitaria camina la bikina
y la gente se pone a murmurar,
dicen que tienen una pena,
dicen que tiene una pena,
que la hace llorar.

Altanera preciosa y orgullosa,
no permite le quieran consolar,
Pasa luciendo su real majestad
pasa camina, los mira,
sin verlos jamás.

La bikina tiene pena y dolor.
La bikina no conoce el amor,
Altanera, preciosa y orgullosa
No permite la quieran consolar.
Dicen que alguien ya vino y se fue
Dicen que pasa las noches llorando por él

La bikina tiene pena y dolor.
La bikina no conoce el amor,
Altanera, preciosa y orgullosa
No permite la quieran consolar.
Dicen que alguien ya vino y se fue
Dicen que pasa las noches llorando por él
Dicen que pasa las noches llorando por él
Dicen que pasa las noches llorando por él",solitaria camina bikina gente pone murmurar dicen tienen pena dicen pena hace llorar altanera preciosa orgullosa permite quieran consolar pasa luciendo real majestad pasa camina mira verlos jamás bikina pena dolor bikina conoce amor altanera preciosa orgullosa permite quieran consolar dicen alguien vino dicen pasa noches llorando bikina pena dolor bikina conoce amor altanera preciosa orgullosa permite quieran consolar dicen alguien vino dicen pasa noches llorando dicen pasa noches llorando dicen pasa noches llorando
Coldplay,Yellow,Parachutes,Alternative,"Look at the stars
look how they shine for you
and everything you do
yeah they were all yellow
I came along
I wrote a song for you
and all the things you do
and it was called yellow
So then I took my turn
oh what a thing to have done
and it was all yellow

your skin
oh yeah your skin and bones
turn into something beautiful
and you know
you know I love you so
you know I love you so

I swam across
I jumped across for you
oh what a thing to do
'cos you were all yellow
I drew a line
I drew a line for you
oh what a thing to do
and it was all yellow

and your skin
oh yeah your skin and bones
turn into something beautiful
and you know
for you I bleed myself dry
for you I bleed myself dry

it's true
look how they shine for you
look how they shine for you
look how they shine for
look how they shine for you
look how they shine for you
look how they shine

look at the stars
look how they shine for you
and all the things that you do",look stars look shine everything yellow came along wrote song things called yellow then took turn thing done yellow skin skin bones turn something beautiful know know love know love swam across jumped across thing cos yellow drew line drew line thing yellow skin skin bones turn something beautiful know bleed myself dry bleed myself dry true look shine look shine look shine look shine look shine look shine look stars look shine things
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,Alternative,"I used to rule the world
Seas would rise when I gave the word
Now in the morning I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing:
Now the old king is dead! Long live the king!

One minute I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand

I hear Jerusalem bells are ringing

Roman Cavalry choirs are singing
Be my mirror my sword and shield
My missionaries in a foreign field
For some reason I can't explain
Once you'd gone there was never, never an honest word
That was when I ruled the world
(Ohhh)

It was the wicked and wild wind
Blew down the doors to let me in.

Shattered windows and the sound of drums
People couldn't believe what I'd become

Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string

oh who would ever want to be king

I hear Jerusalem bells are ringing
Roman Cavalry choirs are singing
Be my mirror my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world
(Ohhhhh Ohhh Ohhh)

I hear Jerusalem bells are ringing
Roman Cavalry choirs are singing
Be my mirror my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name

Never an honest word
But that was when I ruled the world
Oooooh Oooooh Oooooh",used rule world seas rise gave word morning sleep alone sweep streets used own used roll dice feel fear enemy eyes listen crowd sing old king dead long live king one minute held key next walls closed discovered castles stand upon pillars salt pillars sand hear jerusalem bells ringing roman cavalry choirs singing mirror sword shield missionaries foreign field some reason explain once gone there never never honest word ruled world ohhh wicked wild wind blew doors shattered windows sound drums people couldn believe become revolutionaries wait head silver plate puppet lonely string ever want king hear jerusalem bells ringing roman cavalry choirs singing mirror sword shield missionaries foreign field some reason explain know saint peter won call name never honest word ruled world ohhhhh ohhh ohhh hear jerusalem bells ringing roman cavalry choirs singing mirror sword shield missionaries foreign field some reason explain know saint peter won call name never honest word ruled world oooooh oooooh oooooh
Coldplay,A Sky Full of Stars,Ghost Stories,Alternative,"Cause you're a sky, cause you're a sky full of stars
I'm going to give you my heart
Cause you're a sky, cause you're a sky full of stars
And cause you light up the path

I don't care, go on and tear me apart
I don't care if you do
Cause in a sky, cause in a sky full of stars
I think I saw you

Cause you're a sky, cause you're a sky full of stars
I want to die in your arms, arms
Cause you get lighter the more it gets dark

I'm going to give you my heart

And I don't care, go on and tear me apart
I don't care if you do
Cause in a sky, cause in a sky full of stars
I think I see you

Because you're a sky, you're a sky full of stars
Such a heavenly view
Such a heavenly view",cause sky cause sky full stars going give heart cause sky cause sky full stars cause light path care tear apart care cause sky cause sky full stars think saw cause sky cause sky full stars want die arms arms cause lighter more gets dark going give heart care tear apart care cause sky cause sky full stars think see sky sky full stars such heavenly view such heavenly view
Coldplay,The Scientist,A Rush of Blood to the Head,Alternative,"Come up to meet you, tell you I'm sorry,
You don't know how lovely you are.
I had to find you, tell you I need you,
Tell you I set you apart.

Tell me your secrets and ask me your questions,
Oh, lets go back to the start.
Running in circles, coming up tails,
Heads are a science apart.

Nobody said it was easy,
It's such a shame for us to part.
Nobody said it was easy,
No-one ever said it would be this hard,
Oh take me back to the start.

I was just guessing at numbers and figures,
Pulling your puzzles apart.
Questions of science, science and progress,
Do not speak as loud as my heart.

And tell me you love me, come back and haunt me,
Oh and I rush to the start.
Running in circles, chasing our tails,
And coming back as we are.

Nobody said it was easy,
oh it's such a shame for us to part.
Nobody said it was easy,
No-one ever said it would be so hard.

I'm going back to the start.

oh, ooooo,
ah, ooooo,
oh, ooooo,
oh, ooooo",come meet tell sorry know lovely find tell need tell set apart tell secrets ask questions lets back start running circles coming tails heads science apart nobody said easy such shame part nobody said easy one ever said hard take back start guessing numbers figures pulling puzzles apart questions science science progress speak loud heart tell love come back haunt rush start running circles chasing tails coming back nobody said easy such shame part nobody said easy one ever said hard going back start ooooo ooooo ooooo ooooo
Coldplay,Sparks,Parachutes,Alternative,"I know what you'll say,
You say, oh, sing one we know,
But I promise you this,
I'll always look out for you,
That's what I'll do.
I say oh,, I say oh.
My heart is yours,
It's you that I hold on to,
That's what I do,
And I know I was wrong,
But I won't let you down,
(oh yeah, oh yeah, oh yeah, yeah I will, yes I will...)
I say oh, I cry oh.
Yeah I saw sparks,
Yeah I saw sparks,

And I saw sparks,
Yeah I saw sparks,
Sing it out.
La, la, la, la, oh...
La, la, la, la, oh...
La, la, la, la, oh...",know say say sing one know promise always look say say heart yours hold know wrong won yes say cry saw sparks saw sparks saw sparks saw sparks sing
Coldplay,Clocks,A Rush of Blood to the Head,Alternative,"Lights go out and I can't be saved
Tides that I tried to swim against
Have bought me down upon my knees
Oh I beg, I beg and plead
Singing
Come out of things unsaid
Shoot an apple off my head
And a trouble that can't be named
A tiger's waiting to be tamed
Singing
You are
You are
Confusion that never stops
The closing walls and the ticking clocks
Gonna come back and take you home
I could not stop, that you now know

Singing come out upon my seas
Cursed missed opportunities
Am I part of the cure
Or am I part of the disease
Singing
You are,you are
You are,you are
You are,you are
You are,you are
And nothing else compares
And nothing else compares
And nothing else compares
And nothing else compares
You are,you are
Home, home, where I wanted to go
Home, home, where I wanted to go
Home, home, where I wanted to go(you are)
Home, home, where I wanted to go(you are)",lights saved tides tried swim against bought upon knees beg beg plead singing come things unsaid shoot apple head trouble named tiger waiting tamed singing confusion never stops closing walls ticking clocks gonna come back take home stop know singing come upon seas cursed missed opportunities part cure part disease singing nothing else compares nothing else compares nothing else compares nothing else compares home home wanted home home wanted home home wanted home home wanted
